week_start,publisher,CDU/CSU_count,CDU/CSU_total,SPD_count,SPD_total,Grüne_count,Grüne_total,FDP_count,FDP_total,AfD_count,AfD_total,Die Linke_count,Die Linke_total,CDU/CSU_pct,SPD_pct,Grüne_pct,FDP_pct,AfD_pct,Die Linke_pct
2018-09-18,Maybrit Illner,1,7,1,4,1,8,1,1,1,2,0,0,32.0,18.0,36.0,5.0,9.0,0.0
2018-09-25,Maybrit Illner,1,6,0,0,1,1,1,4,1,1,1,2,43.0,0.0,7.0,29.0,7.0,14.0
2018-10-16,Maybrit Illner,1,56,1,52,1,11,1,8,1,2,0,0,43.0,40.0,9.0,6.0,2.0,0.0
2018-10-23,Maybrit Illner,1,5,0,0,1,6,1,2,1,6,0,0,26.0,0.0,32.0,11.0,32.0,0.0
2018-11-06,Maybrit Illner,1,22,1,9,1,1,1,1,1,7,1,3,51.0,21.0,2.0,2.0,16.0,7.0
2019-09-24,Maybrit Illner,1,14,1,1,1,5,1,1,1,5,0,0,54.0,4.0,19.0,4.0,19.0,0.0
2019-12-31,Maybrit Illner,0,0,1,1,1,1,1,1,0,0,0,0,0.0,33.0,33.0,33.0,0.0,0.0
2020-01-07,Maybrit Illner,1,1,0,0,1,2,0,0,0,0,1,1,25.0,0.0,50.0,0.0,0.0,25.0
2020-01-14,Maybrit Illner,0,0,1,1,1,1,0,0,1,3,0,0,0.0,20.0,20.0,0.0,60.0,0.0
2020-01-21,Maybrit Illner,1,4,1,1,1,7,0,0,0,0,0,0,33.0,8.0,58.0,0.0,0.0,0.0
2020-01-28,Maybrit Illner,0,0,0,0,0,0,0,0,1,2,0,0,0.0,0.0,0.0,0.0,100.0,0.0
2020-02-04,Maybrit Illner,1,2,2,2,0,0,0,0,1,1,0,0,40.0,40.0,0.0,0.0,20.0,0.0
2020-02-11,Maybrit Illner,2,213,2,31,2,13,2,15,2,19,2,29,67.0,10.0,4.0,5.0,6.0,9.0
2020-02-18,Maybrit Illner,1,1,0,0,1,1,0,0,1,3,0,0,20.0,0.0,20.0,0.0,60.0,0.0
2020-02-25,Maybrit Illner,0,0,0,0,0,0,1,3,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0
2020-03-10,Maybrit Illner,1,10,1,4,1,1,1,3,1,12,1,6,28.0,11.0,3.0,8.0,33.0,17.0
2020-03-17,Maybrit Illner,0,0,0,0,0,0,1,2,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0
2020-03-24,Maybrit Illner,1,1,1,2,0,0,1,4,0,0,0,0,14.0,29.0,0.0,57.0,0.0,0.0
2020-04-14,Maybrit Illner,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2020-04-21,Maybrit Illner,1,1,0,0,1,2,0,0,0,0,0,0,33.0,0.0,67.0,0.0,0.0,0.0
2020-05-05,Maybrit Illner,2,8,2,3,2,4,0,0,0,0,0,0,53.0,20.0,27.0,0.0,0.0,0.0
2020-05-12,Maybrit Illner,1,2,0,0,1,1,0,0,1,1,0,0,50.0,0.0,25.0,0.0,25.0,0.0
2020-05-26,Maybrit Illner,2,2,2,2,2,4,0,0,0,0,0,0,25.0,25.0,50.0,0.0,0.0,0.0
2020-06-02,Maybrit Illner,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0
2020-06-23,Maybrit Illner,1,3,1,1,0,0,1,1,0,0,1,1,50.0,17.0,0.0,17.0,0.0,17.0
2020-06-30,Maybrit Illner,0,0,1,1,1,1,1,1,0,0,0,0,0.0,33.0,33.0,33.0,0.0,0.0
2020-08-04,Maybrit Illner,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,Maybrit Illner,1,4,1,2,0,0,0,0,0,0,0,0,67.0,33.0,0.0,0.0,0.0,0.0
2020-09-15,Maybrit Illner,1,1,1,1,0,0,1,2,0,0,0,0,25.0,25.0,0.0,50.0,0.0,0.0
2020-09-22,Maybrit Illner,0,0,0,0,0,0,2,5,0,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0
2020-09-29,Maybrit Illner,1,3,0,0,1,2,0,0,0,0,1,1,50.0,0.0,33.0,0.0,0.0,17.0
2020-10-06,Maybrit Illner,3,5,2,2,3,5,1,1,2,2,0,0,33.0,13.0,33.0,7.0,13.0,0.0
2020-10-13,Maybrit Illner,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-20,Maybrit Illner,0,0,1,1,0,0,1,4,1,1,0,0,0.0,17.0,0.0,67.0,17.0,0.0
2020-10-27,Maybrit Illner,0,0,0,0,2,4,1,1,0,0,0,0,0.0,0.0,80.0,20.0,0.0,0.0
2020-11-17,Maybrit Illner,1,1,0,0,0,0,1,2,0,0,0,0,33.0,0.0,0.0,67.0,0.0,0.0
2020-11-24,Maybrit Illner,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0
2020-12-08,Maybrit Illner,1,1,0,0,0,0,1,1,1,1,0,0,33.0,0.0,0.0,33.0,33.0,0.0
2020-12-15,Maybrit Illner,2,2,0,0,1,1,0,0,1,1,0,0,50.0,0.0,25.0,0.0,25.0,0.0
2021-01-05,Maybrit Illner,1,1,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2021-01-12,Maybrit Illner,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0
2021-01-19,Maybrit Illner,2,11,2,3,0,0,2,2,0,0,1,1,65.0,18.0,0.0,12.0,0.0,6.0
2021-01-26,Maybrit Illner,1,16,1,2,1,1,1,1,1,2,0,0,73.0,9.0,5.0,5.0,9.0,0.0
2021-02-09,Maybrit Illner,2,19,2,27,2,8,2,24,1,1,1,14,20.0,29.0,9.0,26.0,1.0,15.0
2021-02-16,Maybrit Illner,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0
2021-02-23,Maybrit Illner,0,0,1,2,1,2,0,0,0,0,0,0,0.0,50.0,50.0,0.0,0.0,0.0
2021-03-02,Maybrit Illner,1,38,1,12,1,2,1,9,1,8,1,2,54.0,17.0,3.0,13.0,11.0,3.0
2021-03-16,Maybrit Illner,1,1,0,0,0,0,0,0,1,1,0,0,50.0,0.0,0.0,0.0,50.0,0.0
2021-03-23,Maybrit Illner,0,0,1,1,0,0,2,2,0,0,0,0,0.0,33.0,0.0,67.0,0.0,0.0
2021-03-30,Maybrit Illner,2,11,3,5,3,17,3,4,3,10,0,0,23.0,11.0,36.0,9.0,21.0,0.0
2021-04-06,Maybrit Illner,0,0,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
2021-04-13,Maybrit Illner,2,10,2,14,0,0,2,6,0,0,0,0,33.0,47.0,0.0,20.0,0.0,0.0
2021-04-20,Maybrit Illner,1,68,1,11,1,40,1,4,1,3,1,4,52.0,8.0,31.0,3.0,2.0,3.0
2021-04-27,Maybrit Illner,0,0,1,1,1,2,1,6,1,5,0,0,0.0,7.0,14.0,43.0,36.0,0.0
2021-05-18,Maybrit Illner,1,6,0,0,1,12,1,4,0,0,0,0,27.0,0.0,55.0,18.0,0.0,0.0
2021-05-25,Maybrit Illner,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,Maybrit Illner,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-06,Maybrit Illner,1,58,1,18,1,18,1,14,0,0,0,0,54.0,17.0,17.0,13.0,0.0,0.0
2021-07-13,Maybrit Illner,1,5,0,0,1,1,0,0,0,0,0,0,83.0,0.0,17.0,0.0,0.0,0.0
2021-08-03,Maybrit Illner,2,3,1,1,0,0,0,0,0,0,0,0,75.0,25.0,0.0,0.0,0.0,0.0
2021-08-24,Maybrit Illner,1,27,1,4,1,14,0,0,0,0,1,5,54.0,8.0,28.0,0.0,0.0,10.0
2021-09-07,Maybrit Illner,1,5,1,2,0,0,1,6,2,3,0,0,31.0,12.0,0.0,38.0,19.0,0.0
2021-09-14,Maybrit Illner,1,11,1,11,1,17,1,6,1,1,1,6,21.0,21.0,33.0,12.0,2.0,12.0
2021-09-21,Maybrit Illner,2,90,2,66,2,97,2,35,2,3,2,14,30.0,22.0,32.0,11.0,1.0,5.0
2021-09-28,Maybrit Illner,1,52,1,17,1,20,1,24,0,0,0,0,46.0,15.0,18.0,21.0,0.0,0.0
2021-10-12,Maybrit Illner,1,1,0,0,0,0,1,1,0,0,0,0,50.0,0.0,0.0,50.0,0.0,0.0
2021-10-19,Maybrit Illner,1,13,1,2,1,15,1,8,0,0,0,0,34.0,5.0,39.0,21.0,0.0,0.0
2021-10-26,Maybrit Illner,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-02,Maybrit Illner,1,12,1,2,0,0,0,0,0,0,0,0,86.0,14.0,0.0,0.0,0.0,0.0
2021-11-09,Maybrit Illner,1,8,1,1,1,1,1,13,0,0,0,0,35.0,4.0,4.0,57.0,0.0,0.0
2021-11-16,Maybrit Illner,0,0,0,0,1,2,1,2,0,0,0,0,0.0,0.0,50.0,50.0,0.0,0.0
2021-11-23,Maybrit Illner,1,3,1,1,0,0,1,8,0,0,0,0,25.0,8.0,0.0,67.0,0.0,0.0
2021-12-14,Maybrit Illner,1,13,1,2,1,8,1,8,1,1,0,0,41.0,6.0,25.0,25.0,3.0,0.0
2022-01-04,Maybrit Illner,2,7,2,7,2,11,1,8,2,3,0,0,19.0,19.0,31.0,22.0,8.0,0.0
2022-01-11,Maybrit Illner,2,4,1,1,1,5,0,0,0,0,0,0,40.0,10.0,50.0,0.0,0.0,0.0
2022-01-18,Maybrit Illner,1,1,1,2,1,2,1,1,0,0,0,0,17.0,33.0,33.0,17.0,0.0,0.0
2022-01-25,Maybrit Illner,1,10,0,0,0,0,1,4,0,0,0,0,71.0,0.0,0.0,29.0,0.0,0.0
2022-02-01,Maybrit Illner,1,5,1,3,1,2,1,1,1,1,0,0,42.0,25.0,17.0,8.0,8.0,0.0
2022-02-15,Maybrit Illner,1,13,1,2,1,15,1,1,0,0,0,0,42.0,6.0,48.0,3.0,0.0,0.0
2022-02-22,Maybrit Illner,1,4,1,12,1,9,1,4,1,1,1,2,12.0,38.0,28.0,12.0,3.0,6.0
2022-03-01,Maybrit Illner,1,16,1,8,1,3,1,1,1,1,0,0,55.0,28.0,10.0,3.0,3.0,0.0
2022-03-08,Maybrit Illner,1,8,1,2,0,0,0,0,1,3,0,0,62.0,15.0,0.0,0.0,23.0,0.0
2022-03-15,Maybrit Illner,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-22,Maybrit Illner,1,8,1,5,0,0,0,0,0,0,0,0,62.0,38.0,0.0,0.0,0.0,0.0
2022-03-29,Maybrit Illner,1,5,1,11,1,6,1,1,0,0,0,0,22.0,48.0,26.0,4.0,0.0,0.0
2022-04-19,Maybrit Illner,1,9,1,16,1,7,1,5,0,0,0,0,24.0,43.0,19.0,14.0,0.0,0.0
2022-04-26,Maybrit Illner,1,8,1,2,1,1,1,1,0,0,0,0,67.0,17.0,8.0,8.0,0.0,0.0
2022-05-03,Maybrit Illner,1,6,1,2,1,2,0,0,0,0,0,0,60.0,20.0,20.0,0.0,0.0,0.0
2022-05-31,Maybrit Illner,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-07,Maybrit Illner,1,4,1,3,1,1,0,0,1,1,0,0,44.0,33.0,11.0,0.0,11.0,0.0
2022-06-14,Maybrit Illner,1,8,1,2,0,0,0,0,0,0,0,0,80.0,20.0,0.0,0.0,0.0,0.0
2022-06-21,Maybrit Illner,1,2,1,3,1,2,1,2,1,1,1,1,18.0,27.0,18.0,18.0,9.0,9.0
2022-06-28,Maybrit Illner,1,2,1,3,1,3,1,1,0,0,0,0,22.0,33.0,33.0,11.0,0.0,0.0
2022-08-02,Maybrit Illner,1,4,0,0,1,1,1,4,0,0,0,0,44.0,0.0,11.0,44.0,0.0,0.0
2022-08-09,Maybrit Illner,1,4,2,4,2,4,2,8,1,1,1,1,18.0,18.0,18.0,36.0,5.0,5.0
2022-08-16,Maybrit Illner,1,8,1,3,1,6,1,5,1,1,1,1,33.0,12.0,25.0,21.0,4.0,4.0
2022-08-23,Maybrit Illner,1,3,1,4,1,10,1,6,1,4,1,2,10.0,14.0,34.0,21.0,14.0,7.0
2022-09-06,Maybrit Illner,1,5,1,1,1,2,1,1,0,0,0,0,56.0,11.0,22.0,11.0,0.0,0.0
2022-09-13,Maybrit Illner,1,2,1,2,1,2,1,3,0,0,0,0,22.0,22.0,22.0,33.0,0.0,0.0
2022-09-20,Maybrit Illner,1,6,1,7,0,0,0,0,0,0,0,0,46.0,54.0,0.0,0.0,0.0,0.0
2022-09-27,Maybrit Illner,1,2,1,2,1,2,1,2,0,0,0,0,25.0,25.0,25.0,25.0,0.0,0.0
2022-10-11,Maybrit Illner,1,8,2,4,2,3,1,5,1,1,1,4,32.0,16.0,12.0,20.0,4.0,16.0
2022-10-18,Maybrit Illner,1,5,1,9,1,8,1,4,1,4,0,0,17.0,30.0,27.0,13.0,13.0,0.0
2022-10-25,Maybrit Illner,1,4,1,7,1,6,0,0,1,1,0,0,22.0,39.0,33.0,0.0,6.0,0.0
2022-11-01,Maybrit Illner,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-15,Maybrit Illner,1,2,0,0,1,3,1,1,1,5,0,0,18.0,0.0,27.0,9.0,45.0,0.0
2022-11-29,Maybrit Illner,0,0,1,1,0,0,1,1,0,0,0,0,0.0,50.0,0.0,50.0,0.0,0.0
2022-12-13,Maybrit Illner,1,9,1,1,1,2,1,2,1,6,0,0,45.0,5.0,10.0,10.0,30.0,0.0
2023-01-03,Maybrit Illner,1,3,1,7,1,9,1,6,1,3,0,0,11.0,25.0,32.0,21.0,11.0,0.0
2023-01-24,Maybrit Illner,0,0,1,4,1,1,0,0,1,2,0,0,0.0,57.0,14.0,0.0,29.0,0.0
2023-01-31,Maybrit Illner,0,0,2,5,1,6,2,2,0,0,1,1,0.0,36.0,43.0,14.0,0.0,7.0
2023-03-21,Maybrit Illner,1,2,1,4,1,7,1,5,1,2,0,0,10.0,20.0,35.0,25.0,10.0,0.0
2023-03-28,Maybrit Illner,1,5,1,17,1,30,1,20,0,0,0,0,7.0,24.0,42.0,28.0,0.0,0.0
2023-04-11,Maybrit Illner,1,1,0,0,0,0,0,0,1,1,1,1,33.0,0.0,0.0,0.0,33.0,33.0
2023-04-18,Maybrit Illner,1,3,1,2,0,0,0,0,0,0,1,1,50.0,33.0,0.0,0.0,0.0,17.0
2023-05-02,Maybrit Illner,1,4,0,0,1,2,0,0,1,1,0,0,57.0,0.0,29.0,0.0,14.0,0.0
2023-06-06,Maybrit Illner,1,17,1,4,1,16,1,2,1,17,0,0,30.0,7.0,29.0,4.0,30.0,0.0
2023-07-11,Maybrit Illner,1,3,0,0,0,0,0,0,1,9,0,0,25.0,0.0,0.0,0.0,75.0,0.0
2023-08-29,Maybrit Illner,2,7,1,1,0,0,1,1,0,0,0,0,78.0,11.0,0.0,11.0,0.0,0.0
2023-10-31,Maybrit Illner,1,2,1,6,0,0,0,0,1,1,0,0,22.0,67.0,0.0,0.0,11.0,0.0
2023-11-28,Maybrit Illner,1,3,1,3,1,2,1,2,1,3,0,0,23.0,23.0,15.0,15.0,23.0,0.0
2023-12-05,Maybrit Illner,1,11,1,3,1,22,1,1,1,3,0,0,28.0,8.0,55.0,2.0,8.0,0.0
2024-01-02,Maybrit Illner,1,9,1,2,1,1,1,3,1,2,0,0,53.0,12.0,6.0,18.0,12.0,0.0
2024-01-16,Maybrit Illner,1,12,1,5,1,5,1,1,1,33,1,2,21.0,9.0,9.0,2.0,57.0,3.0
2024-01-23,Maybrit Illner,0,0,1,7,1,1,1,2,0,0,0,0,0.0,70.0,10.0,20.0,0.0,0.0
2024-01-30,Maybrit Illner,2,27,1,1,2,8,2,18,0,0,0,0,50.0,2.0,15.0,33.0,0.0,0.0
2024-02-20,Maybrit Illner,1,15,1,1,1,4,1,6,0,0,0,0,58.0,4.0,15.0,23.0,0.0,0.0
2024-02-27,Maybrit Illner,1,3,1,2,1,1,0,0,0,0,0,0,50.0,33.0,17.0,0.0,0.0,0.0
2024-03-12,Maybrit Illner,2,2,2,11,1,1,2,25,0,0,0,0,5.0,28.0,3.0,64.0,0.0,0.0
2024-03-19,Maybrit Illner,2,5,2,28,0,0,0,0,2,5,0,0,13.0,74.0,0.0,0.0,13.0,0.0
2024-04-02,Maybrit Illner,4,55,4,35,4,6,3,11,4,101,0,0,26.0,17.0,3.0,5.0,49.0,0.0
2024-04-16,Maybrit Illner,0,0,0,0,2,3,2,2,2,8,0,0,0.0,0.0,23.0,15.0,62.0,0.0
2024-04-23,Maybrit Illner,2,27,2,2,0,0,0,0,2,78,0,0,25.0,2.0,0.0,0.0,73.0,0.0
2024-05-07,Maybrit Illner,4,70,4,49,4,43,4,10,2,71,2,10,28.0,19.0,17.0,4.0,28.0,4.0
2024-05-14,Maybrit Illner,1,1,0,0,2,3,0,0,0,0,2,2,17.0,0.0,50.0,0.0,0.0,33.0
2024-05-28,Maybrit Illner,2,7,2,9,1,2,2,7,0,0,0,0,28.0,36.0,8.0,28.0,0.0,0.0
2024-06-04,Maybrit Illner,2,38,2,9,2,19,2,6,0,0,0,0,53.0,12.0,26.0,8.0,0.0,0.0
2024-06-11,Maybrit Illner,2,26,2,22,1,1,0,0,2,23,2,3,35.0,29.0,1.0,0.0,31.0,4.0
2024-06-25,Maybrit Illner,0,0,1,1,0,0,0,0,2,4,0,0,0.0,20.0,0.0,0.0,80.0,0.0
2024-07-02,Maybrit Illner,1,2,1,3,1,1,1,1,1,1,0,0,25.0,38.0,12.0,12.0,12.0,0.0
2024-07-09,Maybrit Illner,2,25,2,15,2,9,2,5,2,7,0,0,41.0,25.0,15.0,8.0,11.0,0.0
2024-07-16,Maybrit Illner,2,6,0,0,2,2,0,0,2,10,0,0,33.0,0.0,11.0,0.0,56.0,0.0
2024-07-23,Maybrit Illner,2,9,2,16,0,0,0,0,2,4,1,2,29.0,52.0,0.0,0.0,13.0,6.0
2024-07-30,Maybrit Illner,1,4,1,4,1,1,1,1,1,1,0,0,36.0,36.0,9.0,9.0,9.0,0.0
2024-09-17,Maybrit Illner,0,0,2,8,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
2024-09-24,Maybrit Illner,2,56,2,42,2,79,2,20,2,23,1,1,25.0,19.0,36.0,9.0,10.0,0.0
2024-10-08,Maybrit Illner,1,2,1,2,1,1,2,10,0,0,0,0,13.0,13.0,7.0,67.0,0.0,0.0
2024-10-15,Maybrit Illner,1,14,0,0,1,19,1,2,1,4,0,0,36.0,0.0,49.0,5.0,10.0,0.0
2024-10-22,Maybrit Illner,2,9,2,13,2,10,2,6,0,0,0,0,24.0,34.0,26.0,16.0,0.0,0.0
2024-10-29,Maybrit Illner,4,34,4,10,3,20,3,12,1,19,0,0,36.0,11.0,21.0,13.0,20.0,0.0
2024-11-05,Maybrit Illner,2,2,2,3,2,3,0,0,0,0,0,0,25.0,38.0,38.0,0.0,0.0,0.0
2024-11-12,Maybrit Illner,2,43,2,55,2,44,2,16,2,3,0,0,27.0,34.0,27.0,10.0,2.0,0.0
2024-11-19,Maybrit Illner,2,32,2,56,2,48,2,14,0,0,0,0,21.0,37.0,32.0,9.0,0.0,0.0
2024-11-26,Maybrit Illner,1,12,1,1,1,2,1,1,1,8,0,0,50.0,4.0,8.0,4.0,33.0,0.0
2024-12-03,Maybrit Illner,1,25,1,2,1,15,1,15,1,1,0,0,43.0,3.0,26.0,26.0,2.0,0.0
2024-12-10,Maybrit Illner,2,10,2,5,2,10,0,0,0,0,0,0,40.0,20.0,40.0,0.0,0.0,0.0
2024-12-17,Maybrit Illner,2,35,2,13,2,56,2,12,2,6,0,0,29.0,11.0,46.0,10.0,5.0,0.0
2025-01-14,Maybrit Illner,1,5,0,0,2,4,2,12,2,20,0,0,12.0,0.0,10.0,29.0,49.0,0.0
2025-01-21,Maybrit Illner,1,8,0,0,0,0,0,0,1,3,0,0,73.0,0.0,0.0,0.0,27.0,0.0
2025-01-28,Maybrit Illner,2,47,2,22,2,34,2,3,2,55,0,0,29.0,14.0,21.0,2.0,34.0,0.0
2025-02-11,Maybrit Illner,1,11,1,2,1,11,1,8,1,12,1,7,22.0,4.0,22.0,16.0,24.0,14.0
2025-02-18,Maybrit Illner,1,28,1,27,1,21,1,7,1,26,1,11,23.0,22.0,18.0,6.0,22.0,9.0
2025-02-25,Maybrit Illner,1,7,1,13,1,4,0,0,1,1,0,0,28.0,52.0,16.0,0.0,4.0,0.0
2011-06-07,Presseclub,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0
2011-10-18,Presseclub,1,10,1,1,0,0,0,0,1,1,0,0,83.0,8.0,0.0,0.0,8.0,0.0
2011-10-25,Presseclub,1,7,1,17,1,4,1,8,1,3,0,0,18.0,44.0,10.0,21.0,8.0,0.0
2011-11-08,Presseclub,1,1,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2011-11-15,Presseclub,0,0,1,2,0,0,0,0,0,0,1,2,0.0,50.0,0.0,0.0,0.0,50.0
2012-01-03,Presseclub,2,7,1,5,1,1,2,2,1,1,0,0,44.0,31.0,6.0,12.0,6.0,0.0
2012-01-24,Presseclub,1,4,0,0,0,0,0,0,1,1,0,0,80.0,0.0,0.0,0.0,20.0,0.0
2012-02-07,Presseclub,1,2,1,3,1,2,1,1,0,0,0,0,25.0,38.0,25.0,12.0,0.0,0.0
2012-02-14,Presseclub,1,2,1,9,1,8,1,5,0,0,1,7,6.0,29.0,26.0,16.0,0.0,23.0
2012-02-21,Presseclub,1,2,0,0,0,0,1,1,0,0,0,0,67.0,0.0,0.0,33.0,0.0,0.0
2012-03-06,Presseclub,1,7,0,0,1,1,1,1,0,0,0,0,78.0,0.0,11.0,11.0,0.0,0.0
2012-03-27,Presseclub,1,2,1,1,0,0,1,1,0,0,0,0,50.0,25.0,0.0,25.0,0.0,0.0
2012-04-03,Presseclub,1,1,1,1,0,0,1,4,1,3,0,0,11.0,11.0,0.0,44.0,33.0,0.0
2012-04-10,Presseclub,1,30,0,0,1,2,1,2,0,0,0,0,88.0,0.0,6.0,6.0,0.0,0.0
2012-04-17,Presseclub,1,2,0,0,0,0,0,0,1,4,0,0,33.0,0.0,0.0,0.0,67.0,0.0
2012-04-24,Presseclub,1,5,1,8,1,21,1,15,1,1,1,5,9.0,15.0,38.0,27.0,2.0,9.0
2012-06-05,Presseclub,1,2,0,0,0,0,1,1,1,4,0,0,29.0,0.0,0.0,14.0,57.0,0.0
2012-06-12,Presseclub,1,5,0,0,0,0,0,0,1,4,0,0,56.0,0.0,0.0,0.0,44.0,0.0
2012-06-19,Presseclub,1,29,1,1,0,0,0,0,1,2,0,0,91.0,3.0,0.0,0.0,6.0,0.0
2012-07-10,Presseclub,1,3,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0
2012-07-17,Presseclub,0,0,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
2012-08-21,Presseclub,1,1,0,0,1,1,0,0,1,1,0,0,33.0,0.0,33.0,0.0,33.0,0.0
2012-09-04,Presseclub,1,20,1,40,1,12,1,21,1,4,1,4,20.0,40.0,12.0,21.0,4.0,4.0
2012-09-11,Presseclub,1,6,1,1,0,0,0,0,1,1,0,0,75.0,12.0,0.0,0.0,12.0,0.0
2012-09-18,Presseclub,1,4,1,13,1,1,1,1,0,0,0,0,21.0,68.0,5.0,5.0,0.0,0.0
2012-09-25,Presseclub,1,15,1,58,1,9,1,9,0,0,1,5,16.0,60.0,9.0,9.0,0.0,5.0
2012-10-02,Presseclub,0,0,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
2012-10-09,Presseclub,1,11,1,2,0,0,0,0,1,2,0,0,73.0,13.0,0.0,0.0,13.0,0.0
2012-10-16,Presseclub,1,1,0,0,1,1,1,2,0,0,0,0,25.0,0.0,25.0,50.0,0.0,0.0
2012-10-23,Presseclub,1,2,1,2,0,0,1,2,0,0,0,0,33.0,33.0,0.0,33.0,0.0,0.0
2012-10-30,Presseclub,1,4,0,0,1,1,0,0,1,3,0,0,50.0,0.0,12.0,0.0,38.0,0.0
2012-12-11,Presseclub,1,5,1,3,1,1,0,0,1,3,0,0,42.0,25.0,8.0,0.0,25.0,0.0
2013-01-08,Presseclub,1,26,1,53,1,5,1,3,1,1,1,6,28.0,56.0,5.0,3.0,1.0,6.0
2013-01-22,Presseclub,0,0,0,0,1,6,0,0,1,2,0,0,0.0,0.0,75.0,0.0,25.0,0.0
2013-02-05,Presseclub,1,13,2,18,0,0,1,1,0,0,0,0,41.0,56.0,0.0,3.0,0.0,0.0
2013-02-12,Presseclub,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,100.0,0.0
2013-02-19,Presseclub,1,3,0,0,0,0,1,2,1,1,1,1,43.0,0.0,0.0,29.0,14.0,14.0
2013-02-26,Presseclub,1,2,1,11,1,2,1,1,0,0,0,0,12.0,69.0,12.0,6.0,0.0,0.0
2013-03-19,Presseclub,1,4,1,1,0,0,1,2,0,0,0,0,57.0,14.0,0.0,29.0,0.0,0.0
2013-04-16,Presseclub,1,29,1,31,1,5,1,7,1,38,1,4,25.0,27.0,4.0,6.0,33.0,4.0
2013-04-30,Presseclub,0,0,0,0,1,3,0,0,1,2,0,0,0.0,0.0,60.0,0.0,40.0,0.0
2013-05-21,Presseclub,0,0,1,2,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
2013-05-28,Presseclub,1,15,1,19,1,6,1,53,0,0,1,3,16.0,20.0,6.0,55.0,0.0,3.0
2013-06-04,Presseclub,1,53,1,117,1,23,1,4,1,6,1,9,25.0,55.0,11.0,2.0,3.0,4.0
2013-06-25,Presseclub,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,50.0,0.0,50.0,0.0
2013-07-02,Presseclub,2,4,0,0,0,0,0,0,1,1,0,0,80.0,0.0,0.0,0.0,20.0,0.0
2013-07-09,Presseclub,1,4,1,11,1,3,0,0,1,9,0,0,15.0,41.0,11.0,0.0,33.0,0.0
2013-07-16,Presseclub,1,1,1,10,0,0,1,7,1,3,0,0,5.0,48.0,0.0,33.0,14.0,0.0
2013-07-23,Presseclub,1,2,1,5,1,4,1,5,1,1,0,0,12.0,29.0,24.0,29.0,6.0,0.0
2013-09-03,Presseclub,0,0,1,1,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0
2013-09-17,Presseclub,1,11,1,27,1,9,1,20,1,15,1,1,13.0,33.0,11.0,24.0,18.0,1.0
2013-10-08,Presseclub,1,5,1,11,1,1,0,0,0,0,1,1,28.0,61.0,6.0,0.0,0.0,6.0
2013-10-22,Presseclub,1,3,1,1,0,0,0,0,0,0,0,0,75.0,25.0,0.0,0.0,0.0,0.0
2013-11-12,Presseclub,1,2,1,2,0,0,0,0,1,1,0,0,40.0,40.0,0.0,0.0,20.0,0.0
2013-12-03,Presseclub,1,16,1,82,1,12,1,3,1,2,1,3,14.0,69.0,10.0,3.0,2.0,3.0
2013-12-17,Presseclub,1,4,1,1,0,0,1,1,1,4,0,0,40.0,10.0,0.0,10.0,40.0,0.0
